asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category,text
B00V6QBTGG,,5,"This thing is perfect. I was having a problem with my kitchen towels smelling due to being wet constantly. This hung up easily on my kitchen wall and the self adhesive sticks very well, no rocking or having to reglue etc. and now my kitchen towels hang dry constantly so there is no musty smell and the towel is easy to get to.
I highly recommend this and it's cheap.","11 16, 2016",A1HVMH4UAEF1DX,Adam,,This thing is perfect. I was having a problem with my kitchen ...,1479254400,TRUE,,Tools_and_Home_Improvement,thing perfect problem kitchen towel smell due wet constantly hang easily kitchen wall self adhesive stick well rocking reglue etc kitchen towel hang dry constantly musty smell towel easy get highly recommend cheap
B009EKDSB0,,3,used once  worked ok,"07 21, 2015",A1G6A15N13TKA3,michael,,Three Stars,1437436800,TRUE,,Tools_and_Home_Improvement,use work ok
B010F5KBVC,,5,"Purchased for a desk lamp, that I just purchased, and will keep for a backup. My old lamp the bulb lasted 13 years, so we will see.","03 22, 2014",AHCM2GKBTLDY6,mickey mouse,{'Style:': ' T10049-5'},Spare bulbs,1395446400,TRUE,,Tools_and_Home_Improvement,purchase desk lamp purchase keep backup old lamp bulb last 13 year see
B00P4FUD7G,,5,"Great light, easy to install. I was able to directly mount these to the ceiling pulling the wires through the center. Bright, and instant on.","09 13, 2016",A2HCHU60G30OFD,C.,"{'Size:': ' 4-Foot', 'Color:': ' 4000k | Cool White'}","Great light, easy to install",1473724800,TRUE,,Tools_and_Home_Improvement,great light easy install able directly mount ceiling pull wire center bright instant
B00571UP66,,4,Nice adaptor. Cheap price . Works great,"01 31, 2018",A25NIUPOMA3C9B,David from joplin,,1 inch flashlite holder,1517356800,TRUE,,Tools_and_Home_Improvement,nice adaptor cheap price work great
B00002N5FN,,4,"Pretty much the same as my old one.  Description should tell you that if you're going to DIY, the casing has sealed holes that have to either be punched out with specialty tools or you can use a step-bit drill to open them.","08 11, 2014",A2ZEQBTHRW6X75,drouse,{'Style:': ' 240/277v'},Pretty much the same as my old one,1407715200,TRUE,,Tools_and_Home_Improvement,pretty much old one description tell go diy casing seal hole either punch specialty tool use drill open
B01ANGY0JW,,5,Love this light.  Well made and bright.  Great motion activation control.  Only complaint would be the cover plate is a little smaller than I would like it to be.  Barely covers the junction box.  I need to make some trim pieces for my siding to insure good weatherproof coverage.,"06 5, 2017",A2OCW8HZS204C7,MadtownGBP,"{'Size:': ' 3-HEAD BRONZE', 'Color:': ' Daylight (5000K)'}",Bet LED motion light out there,1496620800,TRUE,,Tools_and_Home_Improvement,love light well make bright great motion activation control complaint would cover plate little small would like barely cover junction box need make trim piece siding insure good weatherproof coverage
B00JUSEFLS,,1,"this is a very misleading product. It is NOT  real chrome or stainless. It's the COLORING. The housing on the shower head and the cord, for the handheld is PLASTIC. It is a super cheap KNOCK OFF, of high end products. I too, fell for the low price. However, when I opened the box, i was disappointment in the work and craftsmanship. This is a temporary product. I would NOT recommend ANYONE buy this product. Spend more for a $100 dollar system, at your LOCAL - HOME DEPOT OR LOWES, and get a product that will last 5 years or MORE. This product is a SUCKER buy.

PLEASE STAY AWAY.","03 15, 2016",A13X93M7A4HGW,MOMMY IS A GENIUS,,it's PLASTIC AND NOT CHROME OR STAINLESS. A SUCKER BUY. DO NOT BUY!!!,1458000000,TRUE,9,Tools_and_Home_Improvement,misleading product real chrome stainless coloring housing shower head cord handheld plastic super cheap knock high end product fell low price however open box disappointment work craftsmanship temporary product would recommend anyone buy product spend 100 dollar system local home depot lowes get product last 5 year product sucker stay away
B000KKUTCY,,5,"I also bought this to carry tools on my Motorcycle.  I tend to carry too many tools, and my tool box would barely close any more.  I ordered this roll up hoping it would hold the tools, and take up less space than the box.  It worked out perfectly.  I got all my tools in it, and it rolled up so tight, indeed it took less space.  Win-win.

As someone else mentioned, you will be challenged to carry a whole socket set in this.  I don't see any way for tools to wiggle out while this is rolled up.  I mention that, because reviewers of other brands have mentioned tools falling out of bags.  The bag is made of some pretty tough canvas, or canvas like material.  Looks like it will last a good long while.  Once you roll it up, easily adjustable straps snap shut to hold it.  Then you carry it with the built in handle.","08 13, 2010",A1CCBLW6NH70ID,sgeise,{'Size:': ' 1-Pack'},Works well,1281657600,TRUE,14,Tools_and_Home_Improvement,also buy carry tool motorcycle tend carry many tool tool box would barely close order roll hop would hold tool take less space box work perfectly get tool roll tight indeed take less space someone else mention challenge carry whole socket set see way tool wiggle roll mention reviewer brand mention tool fall bag bag make pretty tough canvas canvas like material look like last good long roll easily adjustable strap snap shut hold carry build handle
B0064TY8SG,,5,"Perfect replacement for the old, worn Alson fixture that we had.","03 22, 2015",AQ8946HCMZUAI,J. Lang,{'Color:': ' Chrome'},"Good quality, perfect fit",1426982400,TRUE,,Tools_and_Home_Improvement,perfect replacement old worn alson fixture
B0064EICKG,,5,"Someone (helpfully) described the design of this. (It scan a wide area, not just a stud-width).  It works great.  Another useful gizmo that I hope its inventor makes zillions selling.","11 20, 2015",A21VD7GXCJF3GP,Bruce Como,{'Style:': ' Yellow Precision Stud Finder'},"It scan a wide area, not just a stud-width",1447977600,TRUE,,Tools_and_Home_Improvement,someone helpfully describe design scan wide area work great another useful gizmo hope inventor make zillion sell
B018A50MSG,,5,"Does a great job. I'm doing Red Cedar Shingle siding, this gun has not misfired one time. I've fired over 3200 nails so far and it works as expected. DeWalt makes a great tool, I would recommend this nail gun as it has saved me a huge amount of time and arrived in like new condition.","11 24, 2017",AZFDJV69Q0SEX,Amazon Customer,,Excellent Nail Gun,1511481600,TRUE,,Tools_and_Home_Improvement,great job red cedar shingle siding gun misfire one time fire 3200 nail far work expect dewalt make great tool would recommend nail gun save huge amount time arrive like new condition
B009ACC7GY,"['https://images-na.ssl-images-amazon.com/images/I/71tFoLBI4ZL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Sbxk58heL._SY88.jpg']",5,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Yost-Vises-465-6-5-34-Combination-Pipe-and-Bench-Vise/dp/B009AGG4DW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Yost Vises 465 6.5"" Combination Pipe and Bench Vise</a>

Picked this up when it was on sale for about $62! Great deal at that price. I mounted it on the end of my work bench and hope to get many years of use from it. Solid construction and fairly heavy at about 42 pounds, the jaws move nice and freely.","05 18, 2018",A16TG4IMDKIOSK,rcktpwrd,{'Size:': ' 6.5 inches'},Nice vise!,1526601600,TRUE,,Tools_and_Home_Improvement,yost vise 465 combination pipe bench visepicked sale 62 great deal price mount end work bench hope get many year use solid construction fairly heavy 42 pound jaw move nice freely
B00SGGITVW,,5,"I really like this product. It works great, looks great and is so simple to install except mounting the doorbell. I am mounting my doorbell (button) on a my wooden privacy fence gate outside my patio home. I automatically assume the sticky pads (provided) won't work on a wood surface and I couldn't bring myself to drill a hole in the back of the button case (as directed) and ruin the integrity of the waterproof case. So I used some waterproof JB plastic epoxy (from Amazon) and welded the button to a blank phone box cover then screwed the the cover to the wood post. I would strongly suggest that Ado Tech make the back of the button with an ear on top and bottom to use for placing the button using screws. This would not not loose the waterproof integrity of the button when mounting. Works great. Just hope the batteries last at least a few months.","10 1, 2016",ADAUNGFUN3KY8,Thom,{'Style:': ' Model F Touch'},Great product.,1475280000,TRUE,5,Tools_and_Home_Improvement,really like product work great look great simple install except mount doorbell mount doorbell button wooden privacy fence gate outside patio home automatically assume sticky pad provide wo work wood surface could bring drill hole back button case direct ruin integrity waterproof case use waterproof jb plastic epoxy amazon weld button blank phone box cover screw cover wood post would strongly suggest ado tech make back button ear top bottom use place button use screw would loose waterproof integrity button mount work great hope battery last least month
B00005RHPP,,5,"Have not yet used it, but I feel it will do the job great","04 28, 2016",AA477XPLZJPQW,Monty R. Hatch,{'Style:': ' Router Subbase Centering Pin and Cone'},Five Stars,1461801600,TRUE,,Tools_and_Home_Improvement,yet use feel job great
B00791L8OU,,2,"I feel like I need to be the voice of reason here in contrast to the other reviews.
1.
There is NOTHING 'warm' about the color temperature of this light.  It is straight-up ghoulishly 'cool' (bluish) compared to other warm LED's I use. I'm not comparing it to a halogen here--this is an apples-to-apples comparison.
2.
These are NOT HALF the brightness of the 50w halogens they replace.  The 40W rating is simply a pipe dream.

If you're looking for a ""25w equivalent"" MR16, to cast an unnaturally cool light on your life, you'll be in LED heaven. 'Nuf said.","10 28, 2013",A12CWLWXYMSXV4,Andr Jacob Roubo - l&#039;Art du valuation,{'Color:': ' Warm White'},"Maybe 25w equivalent, Ghoulishly cool light.",1382918400,TRUE,,Tools_and_Home_Improvement,feel like need voice reason contrast nothing color temperature light ghoulishly bluish compare warm lead use compare halogen half brightness 50w halogen replace 40w rating simply pipe look 25w equivalent mr16 cast unnaturally cool light life led heaven say
B0002AU2II,,5,Was easy to set up for my yr 2000 chamberlain garage door opener with a red (or orange/red) smart set button.,"01 8, 2015",A2B0775EA6WYNG,springn1,{'Size Name:': ' 1-(Pack)'},Was easy to set up for my yr 2000 chamberlain garage ...,1420675200,TRUE,,Tools_and_Home_Improvement,easy set yr 2000 chamberlain garage door opener red smart set button
