asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category
B014GAURYS,,5,I sent mine back only to order a 2x3. But this flag is great quality. I had it below my American flag(3x5) and after looking at it I decided to go for a smaller size. Call me old fashion but I think any other flag you put under the American flag should be smaller in size.,"04 14, 2017",ACRZ5LAG8DPUX,Trevor,,Looks great and great quality,1492128000,True,,Patio_Lawn_and_Garden
B0098HR1MG,,5,Much easier to assemble than I thought it would be. Very quality product.,"10 2, 2014",A13RAU56C2VBOF,ted m kinney,,Five Stars,1412208000,True,,Patio_Lawn_and_Garden
B001H1HNPQ,,2,It works as stated but this brand doesn't last as long as others I use and is much more expensive. I have found that the best prices and quality come from commercial vineyard/orchard supply stores.,"01 13, 2013",A1185T0VT8EG8M,James W Ewing,"{'Size:': ' 1"" x 50\''}",Fine but...,1358035200,True,3,Patio_Lawn_and_Garden
B000WEMFSO,,5,Very strong brush that works awesome on my Weber.  Yet another awesome Weber accessory.  The price premium (small) is well worth it over other cheap brushes.,"01 4, 2013",A1L9FI7TKAFGZ2,Taylor,,Great Barbeque Brush,1357257600,True,,Patio_Lawn_and_Garden
B003ZGJVEW,,5,"Hard to get on, but well made and does the job.","05 13, 2016",A3GJZ7KI8BASIQ,Kenneth Petrus,,Very tight.,1463097600,True,,Patio_Lawn_and_Garden
B001BIZ98I,,1,"Ordered two of these with five other plants, and highly pleased with the product.
(Seven pack of plants, 66$ worth + 18$ shipping/handling)

Slightly disappointed in the shipping/packing method; definitely did not get the $18 in care/handling paid for- there was no 'heat pack' as stated to prohibit chills- though they arrived ahead of time- could have been disastrous if the new england storm predicted today was just a little earlier. I am thankful to have a very nice and *gentle* post man!

The shipping was usps, so for what they charge, should have been much, much better packaging and assembly- which could have been done more cost effectively, given a little planning. There were no heat packs, as listed in seller review.

Plants SHOULD have been placed upright in a plant carrier inside the box, (either styro or plain common plastic you see at garden centers would do) and wrapped in a hole-punched bag to protect the foliage and stems, WITH a heat pack.

Advice to seller: save money on the styro pnuts as they only bruise and pinch the leaves during shipping, especially if the plants are jammed in on their sides with bent stems in an 'every other' layering technique which only means if the box is dropped on its side the other pairs are landing on top of them. Heck, taping them into a styro cooler/box would have been better than taping over the pot and stuffing them into the box crisscross style with pnuts. And if you charge for heat packs- SEND them.

This product ultimately failed and was refunded with option to reorder. I happily reordered as originally the seller was reasonable enough to refund the failed product. The 132.20 reorder was a disaster. It was shipped two day air USPS, and left in a warehouse all weekend where of course the plants were dying by the time they got to me. Not only that but they had fungus, mold, snails and aphids. I warned the seller upfront the package did not arrive. Instead of resending and opting out on insurance, he has been quite unreasonable- not even after the package arrived has the situation been close to resolution, despite my offer to accept replacements or a refund. He is stalling constantly, requesting two emails of pictures and proof, then requesting I file an Amazon Claim when the purchase was from his website, and now requests I pay to send him back the mangled rotting plants which I paid nearly $20 to have shipped to me in distressed condition. Though supposedly covered under the Amazon Guarantee I've had no luck, even as an Amazon Prime Member! If the situation is not resolved by the end of today I will be contacting my credit card company and flagging him as a fraudlent seller and continue until resolution is made with Amazon and Hirts. I'm not one to be taken advantage of. BIG MISTAKE.","04 2, 2014",AJEREEIU1TJHA,Amazon Customer,,"AWFUL SELLER EXPERIENCE. Beautiful 4-8"" stems with lots of new growth and tiny flower buds!",1396396800,True,8,Patio_Lawn_and_Garden
B000BZYBYU,,4,Can be turned so you can see it from any direction,"02 20, 2018",A65NN3LUK8UWD,Amazon Customer,,Does the trick,1519084800,True,,Patio_Lawn_and_Garden
B01G7AQU7I,,2,"You can do better yourself. Not as described, looks like a child's diy...and probably is. Goes back.","12 5, 2017",A15IK07PYCVRRG,azazellie,{'Pattern:': ' Party Hut'},Two Stars,1512432000,True,,Patio_Lawn_and_Garden
B0026T6778,,5,Good to have for cooking on top layer. Used for potatoes and to cook 2 chickens at one time.,"11 24, 2015",A3E09T6OXG2YZX,Gary,,Five Stars,1448323200,True,,Patio_Lawn_and_Garden
B00ANVBUQ4,,5,Only gripe was I had to sand down the stand hole that pole went into. Not sure if that was fault of pole or stand. Overall love it. Easy wind up and down feature.,"05 14, 2013",A2VXA7PSTDVV75,Crystal Lynne,,Exact color,1368489600,True,9,Patio_Lawn_and_Garden
B000W42U66,,1,"DON'T PURCHASE THIS!!!!  I'm not saying this lightly. I really mean it do not purchase this!  I normally do not write reviews often but this product failure is absolutely ridiculous!  I purchased 10 different pieces to cover an entire patio set (chairs, ottomans, coffee table and end table, grill & picnic table) June 2014 and by June 2015 the first piece ripped and now it's the end of July 2015 and we are up to 4 of the 10 pieces have a tear in them.  I will admit I thought this was a nice product when we first purchased them but this is completely unacceptable that just over a year later and we have to replace several of the pieces already.  To give you an idea of the usage we are 30 miles north of Philadelphia and our furniture has an Eastern sun exposure so they do not receive son from 3 PM on.  Also, when these covers were not in use they were folded and put away (dry) into a plastic storage container on our deck.  I don't know which covers to recommend but if anybody else has success with a better brand cover please reply to this review.","07 31, 2015",A3AV5AYU4R6B9Z,Jeff,"{'Size:': ' Medium', 'Color:': ' Pebble'}",I will admit I thought this was a nice product when we first purchased them but this is ...,1438300800,True,2,Patio_Lawn_and_Garden
B000BPAVCG,,4,I caught the rat I was after with this...Worked great!,"12 12, 2015",A12JSXVAG672S6,The Reverend Charles J.,{'Size:': ' Qty 1'},Worked great!,1449878400,True,,Patio_Lawn_and_Garden
B004UHF9XW,,5,After many years the brass threads on my knob wore out.  This is an exact factory replacement.  Installation was easy if you have enough mechanical knowledge to remove the snap ring that holds the assembly together.,"06 25, 2012",A32UGULVMQUN33,J. K. Dresser,,Factory replacement for knob on my filter lid,1340582400,True,,Patio_Lawn_and_Garden
B0001L0DFA,,5,5star,"01 7, 2015",A3AONOP9OWL0OK,Brian J Buckner,"{'Size:': ' One Size', 'Color:': ' Colors may vary'}",Five Stars,1420588800,True,,Patio_Lawn_and_Garden
B01AYDFQEW,"['https://images-na.ssl-images-amazon.com/images/I/71nAm9GAhaL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71mVx5E4ppL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Tb-kbBsQL._SY88.jpg']",3,"Ok, I got a fair amount of seeds to grow with the first batch, but now I am puzzled. What exactly is it I have grown. These plants although plenty healthy, are surely not like any other type of blueberry I have ever seen. I have posted three photographs taken of these healthy but as of yet, unidentified specifies. Does anybody have a clue what I have grown?","04 6, 2017",A2YHJDN71M5RNQ,Adrian p.,,Healthy plant but what?,1491436800,True,8,Patio_Lawn_and_Garden
B007WQFKNC,,5,"My Tiger Shark can/t tell the difference between an expensive diaphram, or a cheaper one. So far these two pack replacements, are the way to go. It fit just as well as the other expensive ones, and the cleaner seems to work just fine. How long it will last copared to the expensive ones remain to be seen. But, so far 3 weeks, everything seems ok.","11 10, 2012",A2BRPB9YYL48FB,John Grychak,,My Tiger Shark,1352505600,True,,Patio_Lawn_and_Garden
B00CSS0KLQ,,5,fits perfect.,"06 6, 2015",A3VJLF0XUD3FJY,MARY K. EMERY,{'Size:': ' 1 unit'},Five Stars,1433548800,True,,Patio_Lawn_and_Garden
B00WNGW99Y,,5,"So far, so good. Cuts through branches with relative ease - had some trouble keeping the chain on though it's probably operator error.","12 7, 2017",A2J5LFOMQH4YLM,Scott Conrad,{'Color:': ' Green'},Like a butter knife for branches!,1512604800,True,,Patio_Lawn_and_Garden
B00H8GLK6M,,3,"The real wheel drive at your pace is great, but turning is a pain in that when you let up on the drive bar to make a tight turn you have to hog around. I feels like the real wheels lockup in the turn.","06 11, 2016",A3VI0XKBPWR2BH,Don Grey Fox,{'Size:': ' Self Propeled'},Lockup,1465603200,True,,Patio_Lawn_and_Garden
B017MEYSU4,,5,everyone who works in the garden should have one,"06 29, 2015",A3JAGZGXVHBXCM,Myron Schaeffer,{'Size:': ' 30'},Five Stars,1435536000,True,,Patio_Lawn_and_Garden
B005BFMG88,,4,"Blower works fine but not quite as powerful as I would like -  it's fine for light duty and I still would consider it good value.  Of all times to carefully read the assembly instructions, I chose to do it on this. The blower has benefited from a couple of improvements since the assembly instructions were printed. This resulted in my spending a little time looking for a torx screwdriver I wouldn't need and attempting to align notches the were no longer on the blower. Other than that, it was easy to start and use.  The cruise control is a handy feature.  If I had it to do over, I would still buy this unit and could probably have it up and running in about 10 minutes.","10 29, 2011",A3I53YH51B2TFP,Mr Rodge,,Good blower but could use more power,1319846400,True,,Patio_Lawn_and_Garden
B008LM32QS,,1,"We tossed 5 packets onto our fire, and we got a few licks of blue-green and an even smaller amount of purple.  Nothing at all like the photo.  Disappointing..","05 23, 2014",A2PXVMF9DH8NDZ,NM Mom,"{'Size:': ' 12 Pack', 'Color:': ' Mystical Fire'}",Meh.,1400803200,True,9,Patio_Lawn_and_Garden
B00IG9DGVC,,5,"I was worried that the ""stamped"" metal shape of the tongs would mean that they were flimsy and would ""flatten"" out if I tried to squeeze too hard.  I didn't need to worry.  These are tough, well made, and should last forever.  They're the perfect length, and are now the only ones I use on my grill.","06 30, 2016",A1IA32NM6PBV4X,Jon,{'Style Name:': ' Grilling Set'},"They're the perfect length, and are now the only ones I ...",1467244800,True,,Patio_Lawn_and_Garden
B000IGGFEQ,,5,Works good during winter.,"12 6, 2015",A2DBO2G337POQL,David M. Turner,,Five Stars,1449360000,True,,Patio_Lawn_and_Garden
B00PZZFFMS,,4,Works as well as any I have used in the last 20 years.,"08 1, 2016",A2TZB7SBW1EG1,ormartin,{'Size:': ' 35-Pound'},Four Stars,1470009600,True,,Patio_Lawn_and_Garden
B0016A91PS,,4,"We'd been having trouble getting our greyhound to eat in the mornings.  At night, he was fine eating his presented kibble, but couldn't eat more than 2 cups at dinner, so he quickly started to lose weight from skipping breakfast.  He is exercised regularly, not given many treats, and is otherwise healthy; we concluded that he associated eating in the morning with me leaving, as he has recently been improving/able to cope with ongoing separation anxiety.  So, while he can now tolerate me being gone and can remain at home calmly and quietly without hurting himself or the house, it still would make him lose his appetite at the thought of me leaving since it was part of the routine.

We bought this food to give it a try and see if it would help him eat more and keep weight on and generally be happier.  Wet food (of the high quality stuff) didn't help too much because he could pick out the pieces around the kibble.  I wanted a mix that I could mix with his kibble that he'd adore.  Well, that's exactly what Grandma Lucy's is!  From day one, he's loved and looked forward to breakfast time.  At night, he still only gets kibble soaked in water, but eating at night was never an issue with him since I'm always around.  Grandma Lucy's is an excellent product.  I'll admit, it doesn't really look to appetizing to me, but there's no denying that my dog adores it.  As I mentioned, I don't use it as a sole diet; I mix 1/2 a cup (pre-water) with his kibble and it makes a mushy slop, but he gobbles up every last drop.  Even after having a fair amount of it, he had normal stool after the first day; this is not typical for him, as it normally takes his system a week or so (even with gradual food introductions) for him to not get stomach upset.

Grandma Lucy's is the best deal I've seen for dehydrated foods, especially if you buy 10lbs at once (I've seen it for $65 on here) which would make it a little over a dollar a pound. For the way I use the food, this works well for me.  Not sure what it does for their teeth, being so mushy, but I brush my dog's teeth daily so this was not a concern for me.  Great product; I'm sure your dog will love it!","03 4, 2012",A1DWWH9TJ2SLBI,Jbuzby724,,Makes him eat,1330819200,True,,Pet_Supplies
